flight_number,date_utc,year,rocket,payload_mass_kg,orbit,launch_site,reused,flights,gridfins,legs,landing_success,success,upcoming
1070,2024-08-26T00:00:00.000Z,2024,Falcon 9,15561.381976902507,LEO,KSC LC 39A,True,12,True,True,True,True,False
1071,2024-08-27T00:00:00.000Z,2024,Falcon Heavy,9573.01076884427,LEO,KSC LC 39A,True,4,True,True,True,True,False
1072,2024-08-28T00:00:00.000Z,2024,Falcon 9,5110.240414665721,GTO,CCSFS SLC 40,True,2,True,True,True,False,False
1073,2024-08-28T00:00:00.000Z,2024,Falcon 9,6585.10583067276,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
1074,2024-09-01T00:00:00.000Z,2024,Falcon 9,5761.381502166429,GTO,CCSFS SLC 40,True,7,True,True,True,True,False
1075,2024-09-02T00:00:00.000Z,2024,Falcon 9,6882.859103155202,LEO,KSC LC 39A,True,5,True,True,True,True,False
1076,2024-09-04T00:00:00.000Z,2024,Falcon 9,11509.413256352494,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
1077,2024-09-04T00:00:00.000Z,2024,Falcon 9,5275.405271630505,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
1078,2024-09-04T00:00:00.000Z,2024,Falcon 9,4219.6594160952845,GTO,CCSFS SLC 40,True,6,True,True,False,True,False
1079,2024-09-04T00:00:00.000Z,2024,Falcon 9,11561.786773759339,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
1080,2024-09-05T00:00:00.000Z,2024,Falcon 9,5822.613618730092,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
1081,2024-09-05T00:00:00.000Z,2024,Falcon 9,,ISS,KSC LC 39A,True,7,True,True,True,True,False
1082,2024-09-05T00:00:00.000Z,2024,Falcon 9,4690.288080912158,GTO,KSC LC 39A,True,8,True,True,True,True,False
1083,2024-09-07T00:00:00.000Z,2024,Falcon 9,7830.102344981612,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
1084,2024-09-08T00:00:00.000Z,2024,Falcon 9,10470.422933346099,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
1085,2024-09-08T00:00:00.000Z,2024,Falcon 9,1376.9791081603382,ISS,KSC LC 39A,True,5,True,True,True,True,False
1086,2024-09-08T00:00:00.000Z,2024,Falcon 9,14159.530843566034,LEO,KSC LC 39A,True,12,True,True,True,True,False
1087,2024-09-11T00:00:00.000Z,2024,Falcon 9,,SSO,VAFB SLC 4E,True,2,True,True,True,True,False
1088,2024-09-12T00:00:00.000Z,2024,Falcon 9,6601.831184931385,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
1089,2024-09-13T00:00:00.000Z,2024,Falcon 9,5742.267209944892,GTO,KSC LC 39A,True,5,True,True,True,True,False
1090,2024-09-14T00:00:00.000Z,2024,Falcon 9,4334.464290851741,GTO,KSC LC 39A,True,5,True,True,True,True,False
1091,2024-09-15T00:00:00.000Z,2024,Falcon 9,4939.047273164783,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
1092,2024-09-17T00:00:00.000Z,2024,Falcon 9,2589.9653177321507,ISS,VAFB SLC 4E,True,3,False,False,,True,False
1093,2024-09-18T00:00:00.000Z,2024,Falcon 9,1307.0636600212722,PO,VAFB SLC 4E,True,10,True,True,True,True,False
1094,2024-09-18T00:00:00.000Z,2024,Falcon 9,4295.23900625466,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1095,2024-09-20T00:00:00.000Z,2024,Falcon 9,1013.0399692847357,PO,CCSFS SLC 40,False,1,True,True,True,True,False
1096,2024-09-20T00:00:00.000Z,2024,Falcon 9,6660.936728756416,GTO,VAFB SLC 4E,True,4,True,True,False,True,False
1097,2024-09-20T00:00:00.000Z,2024,Falcon 9,3004.1200749326563,MEO,CCSFS SLC 40,True,4,True,True,True,True,False
1098,2024-09-20T00:00:00.000Z,2024,Falcon 9,3408.992419532331,LEO,VAFB SLC 4E,True,5,True,True,True,True,False
1099,2024-09-20T00:00:00.000Z,2024,Falcon 9,4954.9242235075,GTO,KSC LC 39A,True,2,True,True,True,True,False
1100,2024-09-21T00:00:00.000Z,2024,Falcon 9,3669.3395232917173,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
1101,2024-09-22T00:00:00.000Z,2024,Falcon 9,50.0,PO,CCSFS SLC 40,True,10,True,True,True,False,False
1102,2024-09-24T00:00:00.000Z,2024,Falcon 9,4717.254373907586,GTO,CCSFS SLC 40,True,4,True,True,True,True,False
1103,2024-09-24T00:00:00.000Z,2024,Falcon 9,5720.201816668904,GTO,KSC LC 39A,True,12,False,False,,True,False
1104,2024-09-25T00:00:00.000Z,2024,Falcon 9,17641.35357919141,VLEO,VAFB SLC 4E,True,2,True,True,True,True,False
1105,2024-10-01T00:00:00.000Z,2024,Falcon 9,9416.358375153144,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
1106,2024-10-02T00:00:00.000Z,2024,Falcon 9,11990.718479596417,LEO,KSC LC 39A,True,9,True,True,False,True,False
1107,2024-10-03T00:00:00.000Z,2024,Falcon 9,4423.204347447703,GTO,CCSFS SLC 40,True,9,False,False,,True,False
1108,2024-10-03T00:00:00.000Z,2024,Falcon 9,1649.277640071308,SSO,VAFB SLC 4E,True,8,True,True,True,True,False
1109,2024-10-06T00:00:00.000Z,2024,Falcon 9,5404.856799826241,LEO,CCSFS SLC 40,True,7,False,False,,True,False
1110,2024-10-07T00:00:00.000Z,2024,Falcon 9,2191.9288077705346,ISS,KSC LC 39A,True,9,True,True,True,True,False
1111,2024-10-08T00:00:00.000Z,2024,Falcon 9,3034.420189939469,GTO,KSC LC 39A,True,6,True,True,True,True,False
1112,2024-10-09T00:00:00.000Z,2024,Falcon 9,2127.7315749786303,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
1113,2024-10-10T00:00:00.000Z,2024,Falcon 9,15620.209939658256,VLEO,VAFB SLC 4E,True,2,True,True,True,True,False
1114,2024-10-10T00:00:00.000Z,2024,Falcon 9,4579.586648824391,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1115,2024-10-11T00:00:00.000Z,2024,Falcon 9,3421.49296574669,MEO,VAFB SLC 4E,True,5,True,True,True,True,False
1116,2024-10-12T00:00:00.000Z,2024,Falcon 9,7366.839259920611,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
1117,2024-10-12T00:00:00.000Z,2024,Falcon 9,9225.500305077478,LEO,VAFB SLC 4E,True,8,True,True,True,True,False
1118,2024-10-12T00:00:00.000Z,2024,Falcon 9,,MEO,CCSFS SLC 40,True,7,True,True,False,True,False
1119,2024-10-12T00:00:00.000Z,2024,Falcon 9,1393.6352031096003,PO,VAFB SLC 4E,True,3,True,True,True,True,False
1120,2024-10-13T00:00:00.000Z,2024,Falcon 9,5679.140369191229,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1121,2024-10-13T00:00:00.000Z,2024,Falcon 9,5425.392678866602,GTO,VAFB SLC 4E,True,9,True,True,True,True,False
1122,2024-10-14T00:00:00.000Z,2024,Falcon 9,5020.666299170703,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
1123,2024-10-15T00:00:00.000Z,2024,Falcon 9,6423.458858342727,LEO,VAFB SLC 4E,True,11,True,True,True,True,False
1124,2024-10-16T00:00:00.000Z,2024,Falcon 9,8135.029423389231,LEO,KSC LC 39A,True,4,True,True,True,True,False
1125,2024-10-16T00:00:00.000Z,2024,Falcon 9,10849.122791822798,LEO,VAFB SLC 4E,True,9,True,True,True,True,False
1126,2024-10-16T00:00:00.000Z,2024,Falcon 9,12632.43309228745,LEO,KSC LC 39A,True,3,True,True,True,True,False
1127,2024-10-18T00:00:00.000Z,2024,Falcon 9,1927.7355763809476,ISS,VAFB SLC 4E,True,10,False,False,,True,False
1128,2024-10-19T00:00:00.000Z,2024,Falcon 9,1770.1047394683678,SSO,KSC LC 39A,True,10,True,True,True,True,False
1129,2024-10-20T00:00:00.000Z,2024,Falcon 9,5755.510533816929,GTO,KSC LC 39A,True,9,True,True,True,True,False
1130,2024-10-20T00:00:00.000Z,2024,Falcon 9,5942.805556409515,GTO,VAFB SLC 4E,True,7,True,True,True,True,False
1131,2024-10-21T00:00:00.000Z,2024,Falcon 9,2768.629018057041,ISS,VAFB SLC 4E,True,4,True,True,True,False,False
1132,2024-10-22T00:00:00.000Z,2024,Falcon 9,1191.7802747570868,ISS,CCSFS SLC 40,True,12,True,True,True,True,False
1133,2024-10-23T00:00:00.000Z,2024,Falcon 9,4293.679412780916,GTO,CCSFS SLC 40,True,5,True,True,True,True,False
1134,2024-10-25T00:00:00.000Z,2024,Falcon 9,12562.096272583338,VLEO,CCSFS SLC 40,True,8,True,True,True,True,False
1135,2024-10-26T00:00:00.000Z,2024,Falcon 9,7006.315465023517,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
1136,2024-10-27T00:00:00.000Z,2024,Falcon 9,2496.728306143386,PO,KSC LC 39A,True,5,True,True,True,True,False
1137,2024-10-28T00:00:00.000Z,2024,Falcon 9,9076.214080597574,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
1138,2024-10-28T00:00:00.000Z,2024,Falcon 9,1360.5787932657536,SSO,CCSFS SLC 40,True,12,True,True,True,True,False
1139,2024-10-28T00:00:00.000Z,2024,Falcon 9,5966.366394506052,GTO,VAFB SLC 4E,True,10,True,True,True,True,False
1140,2024-10-28T00:00:00.000Z,2024,Falcon 9,1979.888584045987,ISS,KSC LC 39A,True,12,True,True,True,True,False
1141,2024-11-01T00:00:00.000Z,2024,Falcon 9,4833.843306135195,GTO,CCSFS SLC 40,True,8,False,False,,True,False
1142,2024-11-05T00:00:00.000Z,2024,Falcon 9,8436.482797122046,LEO,KSC LC 39A,True,8,True,True,True,True,False
1143,2024-11-06T00:00:00.000Z,2024,Falcon 9,2028.2388093732125,LEO,CCSFS SLC 40,False,1,False,False,,True,False
1144,2024-11-07T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,3,True,True,True,True,False
1145,2024-11-08T00:00:00.000Z,2024,Falcon 9,6215.819872413769,GTO,CCSFS SLC 40,True,6,True,True,True,True,False
1146,2024-11-08T00:00:00.000Z,2024,Falcon 9,3030.270976757177,ISS,CCSFS SLC 40,True,12,True,True,True,True,False
1147,2024-11-09T00:00:00.000Z,2024,Falcon 9,4885.306677382097,LEO,CCSFS SLC 40,False,1,False,False,,True,False
1148,2024-11-10T00:00:00.000Z,2024,Falcon Heavy,3776.5495371084517,LEO,KSC LC 39A,True,8,True,True,True,True,False
1149,2024-11-11T00:00:00.000Z,2024,Falcon 9,540.0942180924421,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
1150,2024-11-11T00:00:00.000Z,2024,Falcon 9,800.2279966204478,LEO,KSC LC 39A,True,10,True,True,True,True,False
1151,2024-11-12T00:00:00.000Z,2024,Falcon 9,50.0,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
1152,2024-11-12T00:00:00.000Z,2024,Falcon 9,3385.6544249994304,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
1153,2024-11-15T00:00:00.000Z,2024,Falcon 9,602.4214096106368,SSO,CCSFS SLC 40,True,9,True,True,True,True,False
1154,2024-11-15T00:00:00.000Z,2024,Falcon 9,10183.051514913113,LEO,VAFB SLC 4E,True,2,True,True,True,True,False
1155,2024-11-18T00:00:00.000Z,2024,Falcon 9,16539.107955230298,VLEO,CCSFS SLC 40,True,7,True,True,False,True,False
1156,2024-11-18T00:00:00.000Z,2024,Falcon 9,115.55642272863042,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
1157,2024-11-19T00:00:00.000Z,2024,Falcon 9,2819.107252666862,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1158,2024-11-23T00:00:00.000Z,2024,Falcon 9,5272.128509145035,GTO,CCSFS SLC 40,True,7,True,True,False,True,False
1159,2024-11-23T00:00:00.000Z,2024,Falcon 9,6985.255920011751,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
1160,2024-11-25T00:00:00.000Z,2024,Falcon 9,16078.639569132505,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
1161,2024-11-25T00:00:00.000Z,2024,Falcon 9,7010.28892130149,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
1162,2024-11-26T00:00:00.000Z,2024,Falcon Heavy,1696.1060822328138,PO,KSC LC 39A,True,7,True,True,True,True,False
1163,2024-11-27T00:00:00.000Z,2024,Falcon 9,4420.5383567583685,GTO,CCSFS SLC 40,False,1,True,True,True,False,False
1164,2024-11-27T00:00:00.000Z,2024,Falcon 9,8600.764499930296,LEO,KSC LC 39A,False,1,True,True,True,True,False
1165,2024-11-28T00:00:00.000Z,2024,Falcon 9,16656.322491902232,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
1166,2024-12-01T00:00:00.000Z,2024,Falcon 9,22800.0,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
1167,2024-12-02T00:00:00.000Z,2024,Falcon 9,3386.904066653986,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
1168,2024-12-03T00:00:00.000Z,2024,Falcon 9,3691.698918119548,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
1169,2024-12-04T00:00:00.000Z,2024,Falcon 9,1830.4362525417514,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
1170,2024-12-06T00:00:00.000Z,2024,Falcon 9,6167.11997456682,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
1171,2024-12-07T00:00:00.000Z,2024,Falcon 9,4733.026490632294,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
1172,2024-12-09T00:00:00.000Z,2024,Falcon 9,4703.731751042229,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
1173,2024-12-10T00:00:00.000Z,2024,Falcon 9,3118.914264996221,ISS,CCSFS SLC 40,True,3,False,False,,True,False
1174,2024-12-12T00:00:00.000Z,2024,Falcon 9,9614.831913714357,LEO,KSC LC 39A,True,7,True,True,True,True,False
1175,2024-12-13T00:00:00.000Z,2024,Falcon 9,5175.705171316612,GTO,KSC LC 39A,False,1,True,True,True,True,False
1176,2024-12-13T00:00:00.000Z,2024,Falcon 9,4538.385121181282,MEO,VAFB SLC 4E,False,1,True,True,True,True,False
1177,2024-12-14T00:00:00.000Z,2024,Falcon 9,1847.7341835065758,SSO,VAFB SLC 4E,True,4,True,True,True,True,False
1178,2024-12-15T00:00:00.000Z,2024,Falcon Heavy,621.2676838832889,SSO,KSC LC 39A,False,1,True,True,True,True,False
1179,2024-12-15T00:00:00.000Z,2024,Falcon 9,1880.8263852540026,PO,KSC LC 39A,True,6,True,True,True,True,False
1180,2024-12-16T00:00:00.000Z,2024,Falcon 9,2173.5359220896094,PO,CCSFS SLC 40,True,9,True,True,True,True,False
1181,2024-12-16T00:00:00.000Z,2024,Falcon 9,12706.23766292314,LEO,KSC LC 39A,True,5,True,True,True,True,False
1182,2024-12-17T00:00:00.000Z,2024,Falcon 9,7825.602454899553,LEO,KSC LC 39A,True,9,False,False,,True,False
1183,2024-12-17T00:00:00.000Z,2024,Falcon 9,7628.670188829792,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
1184,2024-12-19T00:00:00.000Z,2024,Falcon 9,6054.702758686909,GTO,VAFB SLC 4E,True,4,False,False,,True,False
1185,2024-12-19T00:00:00.000Z,2024,Falcon 9,14029.459038998792,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
1186,2024-12-19T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,5,True,True,True,True,False
1187,2024-12-20T00:00:00.000Z,2024,Falcon 9,2334.250968871603,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
1188,2024-12-20T00:00:00.000Z,2024,Falcon 9,11762.891520563906,LEO,KSC LC 39A,True,6,True,True,True,True,False
1189,2024-12-21T00:00:00.000Z,2024,Falcon 9,525.5364994684005,LEO,KSC LC 39A,True,12,True,True,True,True,False
1190,2024-12-22T00:00:00.000Z,2024,Falcon 9,10654.326108418725,LEO,KSC LC 39A,True,10,True,True,True,True,False
1191,2024-12-22T00:00:00.000Z,2024,Falcon 9,2608.575974452679,ISS,CCSFS SLC 40,True,5,True,True,True,True,False
1192,2024-12-23T00:00:00.000Z,2024,Falcon 9,5515.975874986458,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
1193,2024-12-23T00:00:00.000Z,2024,Falcon 9,5467.479178932301,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
1194,2024-12-24T00:00:00.000Z,2024,Falcon 9,8052.723879737144,LEO,KSC LC 39A,True,7,True,True,True,True,False
1195,2024-12-25T00:00:00.000Z,2024,Falcon 9,6210.600628777222,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
1196,2024-12-26T00:00:00.000Z,2024,Falcon 9,2053.6834437426196,ISS,VAFB SLC 4E,True,9,True,True,True,True,False
1197,2024-12-26T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,12,True,True,True,True,False
1198,2024-12-27T00:00:00.000Z,2024,Falcon 9,1929.4214043954287,PO,KSC LC 39A,True,11,True,True,True,True,False
1199,2024-12-28T00:00:00.000Z,2024,Falcon 9,8660.938279048183,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
1200,2024-12-28T00:00:00.000Z,2024,Falcon 9,431.87409517544165,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
